geometry,line,name,url,1,2,3,4,5,6,6 Express,7,7 Express,@,A,B,C,D,E,F,G,J,L,M,N,Q,R,S,Z
POINT (-73.91746700040021 40.68674233192847),J,Jefferson Ave & Broadway At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
POINT (-73.9230969998101 40.68995733221047),J-Z,Linden St & Broadway At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
POINT (-73.91587267168624 40.68587485400629),J,Weirfield St & Broadway At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
POINT (-73.90971000065851 40.68266833381937),J-Z,Chauncey St & Broadway At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
POINT (-73.90267063642928 40.6756575986587),L,Snediker Ave & New York Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.90263499824577 40.67539433452073),L,Snediker Ave & New York Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.89917999910512 40.67683433434105),J,Georgia Av & Fulton St At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
POINT (-73.89629400139894 40.67428533228811),A-C,Pennsylvania Ave & Liberty Ave At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.89633100094701 40.67456533297189),A-C,Pennsylvania Ave & Liberty Ave At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.88862600099708 40.66570833487896),3-4,Van Siclen Ave & Livonia Ave At Nw Corner,http://www.mta.info/nyct/service/,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.8904599976744 40.67287833299319),A-C,Van Siclen Ave & Pitkin Ave At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.89025000073877 40.67286733228701),A-C,Van Siclen Ave & Pitkin Ave At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.88086800149132 40.6739613318839),A-C,Shepherd Ave & Pitkin Ave At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.88093500010113 40.67426433459513),A-C,Shepherd Ave & Pitkin Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.88074699927924 40.67429333239832),A-C,Shepherd Ave & Pitkin Ave At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.87900900077503 40.68180633462614),J-Z,Norwood Ave & Fulton St At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
POINT (-73.87178199877187 40.67526233344681),A-C-S,Euclid Ave & Pitkin Ave At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
POINT (-73.87175799962793 40.6755303345872),A-C-S,Euclid Ave & Pitkin Ave At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
POINT (-73.87276999821525 40.68340733274574),J-Z,Pine St & Fulton St At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
POINT (-73.91870899934953 40.69891033479914),M,Myrtle Ave & Greene Ave At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
POINT (-73.91945199898278 40.70432633395424),L,Dekalb Ave & Wycoff Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.9190449986157 40.70439133242862),L,Dekalb Ave & Wycoff Ave At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.91773199850307 40.7032593328845),L,Stanhope St & Wycoff Ave At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.91774699928287 40.70355033259118),L,Stanhope St & Wycoff Ave At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.92391099985265 40.70711133330767),L,Jefferson St & Wyckoff Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.92229899912201 40.70604933284561),L,Starr St & Wyckoff Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.92206399914858 40.70630533281663),L,Starr St & Wyckoff Ave At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.90220899839154 40.70450033346103),M,Forest Ave & Myrtle Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
POINT (-73.90381712839364 40.67842957073362),A-C-J-Z-L,Fulton St & Van Sinderen Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True
POINT (-73.90505924989129 40.68225204311525),L,De Sales Pl & Bushwick Ave At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.88106400034353 40.74171133215067),E-M-R,Elmhurst Ave & Broadway At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
POINT (-73.82868057346583 40.76001463271884),7-7 Express,Main St & Roosevelt Ave At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.84537621006811 40.75488107639859),7-7 Express,126th St & Roosevelt Ave At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.84620114695694 40.75472094237261),7-7 Express,126th St & Roosevelt Ave At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.88143286863037 40.7418815611048),E-M-R,Elmhurst Ave & Broadway At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
POINT (-73.86199032607807 40.72972232717578),E-M-R,63rd Dr & Queens Blvd At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
POINT (-73.8596722485086 40.72895812599441),E-M-R,64th Rd & Queens Blvd At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
POINT (-73.86260198530233 40.73003657549859),E-M-R,63rd Rd & Queens Blvd At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
POINT (-73.84332306099625 40.69512324836428),J-Z,104th St & Jamaica Ave At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
POINT (-73.80248464369326 40.70165788065224),E-J-Z,158th St & Archer Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
POINT (-73.79984883939649 40.70286887123531),E-J-Z,Parsons Blvd & Archer Ave At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
POINT (-73.95822816199025 40.7082090839604),J-M-Z,Marcy Ave & Broadway At Sw Corner (To Queens And Canarsie Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
POINT (-73.904337529098 40.69614218062406),L,George St & Wycoff Ave At Ne Corner (To Manhattan Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.90546886549399 40.69583888498231),L,Halsey St & Wycoff Ave At Se Corner (To Canarsie Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
